DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,13-00,11.5,179,0.97,3458.4637897591174,0,2,86,48,,,,,,,,
,14-00,11.7,170,0.97,3341.6975845668617,0,2,86,48,,,,,,,,
,15-00,11.7,180,0.97,3538.2680307178534,0,2,86,48,,,,,,,,
,16-00,11.6,196,0.97,3819.8509946059407,0,2,86,31,,,,,,,,
,17-00,11.4,215,0.97,4117.898833470778,0,2,86,31,,,,,,,,
,18-00,11.8,176,0.97,3489.209423644273,0,2,86,31,,,,,,,,
,19-00,11.9,53,0.97,1059.6323110036801,0,2,73,87,,,,,,,,
,20-00,11.8,53,0.97,1050.7278378019685,0,2,73,87,,,,,,,,
,21-00,11.8,48,0.97,951.6025700848016,0,2,73,87,,,,,,,,
,22-00,11.8,43,0.97,852.4773023676348,0,2,79,60,,,,,,,,
,23-00,11.7,40,0.97,786.2817846039674,0,2,79,60,,,,,,,,
,24-00,11.6,38,0.97,740.5833560970702,0,2,79,60,,,,,,,,
2021-03-23,01-00,11.4,168,0.98,3250.8792325227955,0,2,82,50,,,,,,,,
,02-00,11.4,168,0.98,3250.8792325227955,0,2,82,50,,,,,,,,
,03-00,11.4,170,0.98,3289.5801757671143,0,2,82,50,,,,,,,,
,04-00,11.3,180,0.98,3452.531515743194,0,2,90,39,,,,,,,,
,05-00,11.3,196,0.98,3759.4232060314785,0,2,90,39,,,,,,,,
,06-00,11.5,215,0.98,4196.845709279768,0,2,90,39,,,,,,,,
,07-00,11.3,235,0.98,4507.471701109171,0,2,93,36,,,,,,,,
,08-00,11.3,276,0.98,5293.881657472898,0,2,93,36,,,,1.0,,,,
,09-00,11.3,248,0.98,4756.821199468401,0,2,93,36,,,,,1.0,,,
,10-00,11.5,249,0.98,4860.53293772401,0,2,90,38,,,1.0,,,,,
,11-00,11.3,233,0.98,4469.110239823135,0,2,90,38,,,1.0,,,,,
,12-00,11.5,208,0.98,4060.204221070659,0,2,90,38,,,1.0,,,,,
,13-00,11.5,210,0.98,4099.244646273261,0,2,83,44,,,,,,,,
,14-00,11.4,206,0.98,3986.1971541648563,0,2,83,44,,,,,,,,
,15-00,11.3,205,0.98,3932.049781818638,0,2,83,44,,,,,,,,
,16-00,11.1,235,0.98,4427.693440912548,0,2,79,55,,,,,,,,
,17-00,11.1,227,0.98,4276.9634514346735,0,2,79,55,,,,,,,,
,18-00,11.2,186,0.98,3536.044077480935,0,2,79,55,,,,,,,,
,19-00,11.8,150,0.98,3004.4153308089744,0,2,81,50,,,,,,,,
,20-00,11.8,79,0.98,1582.3254075593932,0,2,81,50,,,,,,,,
,21-00,11.8,78,0.98,1562.2959720206666,0,2,81,50,,,,,,,,
,22-00,11.8,48,0.98,961.4129058588717,0,2,70,74,,,,,,,,
,23-00,11.7,42,0.98,834.1071715025593,0,2,70,74,,,,,,,,
,24-00,11.6,36,0.98,708.8383288959478,0,2,70,74,,,,,,,,
2021-03-24,01-00,11.4,168,0.96,3184.534758389677,0,2,78,68,,,,,,,,
,02-00,11.4,168,0.96,3184.534758389677,0,2,78,68,,,,,,,,
,03-00,11.4,168,0.96,3184.534758389677,0,2,78,68,,,,,,,,
,04-00,11.3,182,0.96,3419.650263212307,0,2,91,35,,,,,,,,
,05-00,11.2,196,0.96,3650.110015464191,0,2,91,35,,,,,,,,
,06-00,11.2,208,0.96,3873.5861388599574,0,2,91,35,,,,,,,,
,07-00,11.5,247,0.96,4723.094706143419,0,2,98,29,,,,,,,,
,08-00,11.5,260,0.96,4971.678638045704,0,2,98,29,,,,,,,,
,09-00,11.7,228,0.96,4435.601984899907,0,2,98,29,,,,,,,,
,10-00,11.8,214,0.96,4198.823711302011,0,2,97,44,,,,,,,,
,11-00,11.7,195,0.96,3793.6069607696572,0,2,97,44,,,,,,,,
,12-00,11.8,184,0.96,3610.2035648578044,0,2,97,44,,,,,,,,
,13-00,11.9,175,0.96,3462.715974491699,0,2,81,61,,,,,,,,
,14-00,11.6,175,0.96,3375.4206137902274,0,2,81,61,,,,,,,,
,15-00,11.5,176,0.96,3365.444001138631,0,2,81,61,,,,,,,,
,16-00,11.2,228,0.96,4246.046344519569,0,2,76,77,,,,,,,,
,17-00,11.2,238,0.96,4432.276447349374,0,2,76,77,,,,,,,,
,18-00,11.4,196,0.96,3715.2905514546233,0,2,76,77,,,,,,,,
,19-00,11.5,52,0.96,994.3357276091409,0,2,78,65,,,,,,,,
,20-00,11.8,51,0.96,1000.6542489551522,0,2,78,65,,,,,,,,
,21-00,11.8,50,0.96,981.033577407012,0,2,78,65,,,,,,,,
,22-00,11.8,48,0.96,941.7922343107315,0,2,73,86,,,,,,,,
,23-00,11.7,42,0.96,817.0845761657723,0,2,73,86,,,,,,,,
,24-00,11.7,38,0.96,739.2669974833177,0,2,73,86,,,,,,,,
2021-03-25,01-00,11.7,170,0.95,3272.7966034417714,0,2,81,71,,,,,,,,
,02-00,11.7,170,0.95,3272.7966034417714,0,2,81,71,,,,,,,,
,03-00,11.7,170,0.95,3272.7966034417714,0,2,81,71,,,,,,,,
,04-00,11.7,182,0.95,3503.817540155308,0,2,96,29,,,,,,,,
,05-00,11.7,190,0.95,3657.831497964333,0,2,96,29,,,,,,,,
,06-00,11.6,202,0.95,3855.614379680623,0,2,96,29,,,,,,,,
,07-00,11.8,240,0.95,4659.909492683308,0,2,99,27,,,,,,,,
,08-00,11.6,248,0.95,4733.625575053438,0,2,99,27,,,,,,,,
,09-00,11.6,245,0.95,4676.363975355211,0,2,99,27,,,,,,,,
,10-00,11.8,240,0.95,4659.909492683308,0,2,96,37,,,,,,,,
,11-00,11.7,230,0.95,4427.901287009455,0,2,96,37,,,,,,,,
,12-00,11.8,222,0.95,4310.416280732059,0,2,96,37,,,,,,,,
,13-00,11.8,204,0.95,3960.923068780811,0,2,82,59,,,,,,,,
,14-00,11.8,193,0.95,3747.343883699493,0,2,82,59,,,,,,,,
,15-00,11.4,180,0.95,3376.459844274769,0,2,82,59,,,,,,,,
,16-00,11.3,230,0.95,4276.520046427936,0,2,78,72,,,,,,,,
,17-00,11.2,237,0.95,4367.677880430286,0,2,78,72,,,,,,,,
,18-00,11.8,211,0.95,4096.837095650741,0,2,78,72,,,,,,,,
,19-00,11.8,55,0.95,1067.8959254065912,0,2,75,76,,,,,,,,
,20-00,11.8,52,0.95,1009.6470567480499,0,2,75,76,,,,,,,,
,21-00,11.8,51,0.95,990.2307671952027,0,2,75,76,,,,,,,,
,22-00,11.7,47,0.95,904.8320021280191,0,2,73,86,,,,,,,,
,23-00,11.5,42,0.95,794.7515130529792,0,2,73,86,,,,,,,,
,24-00,11.3,39,0.95,725.149051350824,0,2,73,86,,,,,,,,
2021-03-26,01-00,11.5,167,0.97,3226.6114686579476,0,2,81,71,,,,,,,,
,02-00,11.5,167,0.97,3226.6114686579476,0,2,81,71,,,,,,,,
,03-00,11.5,167,0.97,3226.6114686579476,0,2,81,71,,,,,,,,
,04-00,11.4,177,0.97,3390.0841559271057,0,2,96,29,,,,,,,,
,05-00,11.4,192,0.97,3677.3794233785557,0,2,96,29,,,,,,,,
,06-00,11.4,205,0.97,3926.368655169812,0,2,96,29,,,,,,,,
,07-00,11.3,226,0.97,4290.612011798317,0,2,99,27,,,,,,,,
,08-00,11.2,236,0.97,4440.811993729074,0,2,99,27,,,,,,,,
,09-00,11.5,244,0.97,4714.330529057122,0,2,99,27,,,,,,,,
,10-00,11.8,218,0.97,4321.861672468474,0,2,96,37,,,,,,,,
,11-00,11.9,198,0.97,3958.626369409975,0,2,96,37,,,,,,,,
,12-00,11.5,186,0.97,3593.710977068133,0,2,96,37,,,,,,,,
,13-00,11.5,177,0.97,3419.821736242256,0,2,82,59,,,,,,,,
,14-00,11.4,168,0.97,3217.706995456236,0,2,82,59,,,,,,,,
,15-00,11.4,173,0.97,3313.4720846067194,0,2,82,59,,,,,,,,
,16-00,11.3,212,0.97,4024.8218871736417,0,2,78,72,,,,,,,,
,17-00,11.2,230,0.97,4327.909993888505,0,2,78,72,,,,,,,,
,18-00,11.8,198,0.97,3925.360601599807,0,2,78,72,,,,1.0,,,,
,19-00,11.8,52,0.97,1030.9027842585351,0,2,75,76,,,,,,,,
,20-00,11.8,54,0.97,1070.5528913454018,0,2,75,76,,,,,,,,
,21-00,11.7,52,0.97,1022.1663199851577,0,2,75,76,,,,,,,,
,22-00,11.6,48,0.97,935.4737129647202,0,2,70,76,,,,,,,,
,23-00,11.4,46,0.97,881.0388201844456,0,2,70,76,,,,,,,,
,24-00,11.2,40,0.97,752.6799989371311,0,2,70,76,,,,,,,,
2021-03-27,01-00,11.4,167,0.98,3231.528760900636,0,2,81,69,,,,,,,,
,02-00,11.4,167,0.98,3231.528760900636,0,2,81,69,,,,,,,,
,03-00,11.5,167,0.98,3259.875504417308,0,2,81,69,,,,,,,,
,04-00,11.6,178,0.98,3504.811737318853,0,2,95,29,,,,,,,,
,05-00,11.5,188,0.98,3669.799969044634,0,2,95,29,,,,,,,,
,06-00,11.5,196,0.98,3825.961669855044,0,2,95,29,,,,,,,,
,07-00,11.3,240,0.98,4603.375354324259,0,2,103,21,,,,,,,,
,08-00,11.4,257,0.98,4973.071206894991,0,2,103,21,,,,,,,,
,09-00,11.6,233,0.98,4587.7591842432175,0,2,103,21,,,,,,,,
,10-00,11.9,208,0.98,4201.4287157165945,0,2,98,33,,,,,,,,
,11-00,11.2,204,0.98,3878.2418914307027,0,2,98,33,,,,,,,,
,12-00,11.4,193,0.98,3734.641023076783,0,2,98,33,,,,,,,,
,13-00,11.4,177,0.98,3425.0334771222306,0,2,82,60,,,,,,,,
,14-00,11.7,185,0.98,3674.0434935231774,0,2,82,60,,,,,,,,
,15-00,11.4,161,0.98,3115.425931167679,0,2,82,60,1.0,,,,,,,
,16-00,11.2,215,0.98,4087.362777733339,0,2,76,72,,,,,,,,
,17-00,11.2,236,0.98,4486.593560674735,0,2,76,72,,,,,,,,
,18-00,11.3,195,0.98,3740.2424753884607,0,2,76,72,,,,,,,,
,19-00,11.7,135,0.98,2681.0587655439404,0,2,72,69,,,,,,,,
,20-00,11.7,53,0.98,1052.5638116579914,0,2,72,69,,,,,,,,
,21-00,11.7,51,0.98,1012.844422538822,0,2,72,69,,,,,,,,
,22-00,11.6,48,0.98,945.1177718612637,0,2,71,83,,,,,,,,
,23-00,11.4,46,0.98,890.1216946193368,0,2,71,83,,,,,,,,
,24-00,11.2,40,0.98,760.4395865550398,0,2,71,83,,,,,,,,
2021-03-28,01-00,11.4,168,0.96,3184.534758389677,1,2,84,65,,,,,,,,
,02-00,11.4,168,0.96,3184.534758389677,1,2,84,65,,,,,,,,
,03-00,11.4,168,0.96,3184.534758389677,1,2,84,65,,,,,,,,
,04-00,11.4,181,0.96,3430.957090884116,1,2,96,44,,,,,,,,
,05-00,11.3,192,0.96,3607.543134817379,1,2,96,44,,,,,,,,
,06-00,11.2,201,0.96,3743.2250668790934,1,2,96,44,,,,,,,,
,07-00,11.5,248,0.96,4742.21654705898,1,2,104,15,,,,,,,,
,08-00,11.4,261,0.96,4947.402213926819,1,2,104,15,,,,,,,,
,09-00,11.5,235,0.96,4493.632615156695,1,2,104,15,,,,,,,,
,10-00,11.8,225,0.96,4414.651098331554,1,2,97,29,,,,,,,,
,11-00,11.6,215,0.96,4146.945325513709,1,2,97,29,,,,,,,,
,12-00,11.6,207,0.96,3992.640383169012,1,2,97,29,,,,,,,,
,13-00,11.6,196,0.96,3780.4710874450548,1,2,81,57,,,,,,,,
,14-00,11.7,172,0.96,3346.1558833455438,1,2,81,57,,,,,,,,
,15-00,11.7,150,0.96,2918.159200592044,1,2,81,57,,,,,,,,
,16-00,11.3,213,0.96,4002.1181651880293,1,2,76,66,,,,,,,,
,17-00,11.2,232,0.96,4320.538385651491,1,2,76,66,,,,,,,,
,18-00,11.7,198,0.96,3851.9701447814978,1,2,76,66,,,,,,,,
,19-00,11.8,55,0.96,1079.1369351477133,1,2,74,72,,,,,,,,
,20-00,11.7,53,0.96,1031.0829175425222,1,2,74,72,,,,,,,,
,21-00,11.7,50,0.96,972.7197335306813,1,2,74,72,,,,,,,,
,22-00,11.6,48,0.96,925.8296540681766,1,2,72,78,,,,,,,,
,23-00,11.3,46,0.96,864.3072093833304,1,2,72,78,,,,,,,,
,24-00,11.3,42,0.96,789.1500607413016,1,2,72,78,,,,,,,,
2021-03-29,01-00,11.5,172,0.97,3323.2166024501016,0,2,83,66,,,,,,,,
,02-00,11.5,172,0.97,3323.2166024501016,0,2,83,66,,,,,,,,
,03-00,11.5,172,0.97,3323.2166024501016,0,2,83,66,,,,,,,,
,04-00,11.4,182,0.97,3485.8492450775893,0,2,95,48,,,,,,,,
,05-00,11.4,192,0.97,3677.3794233785557,0,2,95,48,,,,,,,,
,06-00,11.3,204,0.97,3872.9418159595425,0,2,95,48,,,,,,,,
,07-00,11.4,250,0.97,4788.254457524161,0,2,103,31,,,,,,,,
,08-00,11.4,254,0.97,4864.866528844547,0,2,103,31,,,,,,,,
,09-00,11.5,240,0.97,4637.046422023397,0,2,103,31,,,,,,,,
,10-00,11.7,220,0.97,4324.5498153218205,0,2,99,36,,,,,,,,
,11-00,11.6,202,0.97,3936.785208726531,0,2,99,36,,,,,,,,
,12-00,11.7,180,0.97,3538.2680307178534,0,2,99,36,,,,,,,,
,13-00,11.5,170,0.97,3284.5745489332403,0,2,85,65,,,,,,,,
,14-00,11.4,167,0.97,3198.5539776261394,0,2,85,65,,,,,,,,
,15-00,11.4,167,0.97,3198.5539776261394,0,2,85,65,,,,,,,,
,16-00,11.2,189,0.97,3556.412994977945,0,2,81,68,,,,,,,,
,17-00,11.2,231,0.97,4346.726993861932,0,2,81,68,,,,,,,,
,18-00,11.3,205,0.97,3891.9268248613052,0,2,81,68,,,,,,,,
,19-00,11.8,58,0.97,1149.8531055191354,0,2,73,76,,,,,,,,
,20-00,11.8,58,0.97,1149.8531055191354,0,2,73,76,,,,,,,,
,21-00,11.8,54,0.97,1070.5528913454018,0,2,73,76,,,,,,,,
,22-00,11.6,48,0.97,935.4737129647202,0,2,75,83,,,,,,,,
,23-00,11.4,47,0.97,900.1918380145423,0,2,75,83,,,,,,,,
,24-00,11.3,43,0.97,816.3553827757859,0,2,75,83,,,,,,,,
2021-03-30,01-00,11.4,146,0.97,2796.34060319411,0,2,84,63,,,,,,,,
,02-00,11.4,143,0.97,2738.8815497038204,0,2,84,63,,,,,,,,
,03-00,11.4,143,0.97,2738.8815497038204,0,2,84,63,,,,,,,,
,04-00,11.4,150,0.97,2872.9526745144967,0,2,99,32,,,,,,,,
,05-00,11.3,172,0.97,3265.4215311031435,0,2,99,32,,,,,,,,
,06-00,11.3,186,0.97,3531.211655727818,0,2,99,32,,,,,,,,
,07-00,11.3,256,0.97,4860.16227885119,0,2,104,19,,,,,,,,
,08-00,11.3,264,0.97,5012.0423500652905,0,2,104,19,,,,,,,,
,09-00,11.5,234,0.97,4521.120261472813,0,2,104,19,,,,,,,,
,10-00,11.5,225,0.97,4347.231020646936,0,2,102,22,,,,,,,,
,11-00,11.7,211,0.97,4147.636413785927,0,2,102,22,,,,,1.0,,,
,12-00,11.4,201,0.97,3849.756583849425,0,2,102,22,,,,,,,,
,13-00,11.4,184,0.97,3524.1552807377825,0,2,85,46,,,,,,,,
,14-00,11.5,170,0.97,3284.5745489332403,0,2,85,46,,,,,,,,
,15-00,11.5,170,0.97,3284.5745489332403,0,2,85,46,,,,,,,,
,16-00,11.6,194,0.97,3780.872923232411,0,2,76,68,,,,,,,,
,17-00,11.2,225,0.97,4233.824994021363,0,2,76,68,,,,,,,,
,18-00,11.5,188,0.97,3632.353030584995,0,2,76,68,,,,,,,,
,19-00,11.7,54,0.97,1061.480409215356,0,2,77,83,,,,,,,,
,20-00,11.7,54,0.97,1061.480409215356,0,2,77,83,,,,,,,,
,21-00,11.7,51,0.97,1002.5092753700585,0,2,77,83,,,,,,,,
,22-00,11.5,47,0.97,908.0882576462487,0,2,77,61,,,,,,,,
,23-00,11.4,42,0.97,804.426748864059,0,2,77,61,,,,,,,,
,24-00,11.3,40,0.97,759.4003560704984,0,2,77,61,,,,,,,,
2021-03-31,01-00,11.3,172,0.97,3265.4215311031435,0,2,85,48,,,,,,,,
,02-00,11.3,172,0.97,3265.4215311031435,0,2,85,48,,,,,,,,
,03-00,11.3,172,0.97,3265.4215311031435,0,2,85,48,,,,,,,,
,04-00,11.2,184,0.97,3462.327995110804,0,2,100,26,,,,,,,,
,05-00,11.2,196,0.97,3688.131994791943,0,2,100,26,,,,,,,,
,06-00,11.2,212,0.97,3989.2039943667955,0,2,100,26,,,,,,,,
,07-00,11.4,250,0.97,4788.254457524161,0,2,106,16,,,,,,,,
,08-00,11.4,233,0.97,4462.653154412517,0,2,106,16,,,,,,,,
,09-00,11.6,219,0.97,4268.098815401536,0,2,106,16,,,,,,,,
,10-00,11.8,205,0.97,4064.1359764038407,0,2,101,22,,,,,,,,
,11-00,11.8,181,0.97,3588.3346913614396,0,2,101,22,,,,,,,,
,12-00,11.6,145,0.97,2825.9101745809257,0,2,101,22,,,,,,,,
,13-00,11.6,145,0.97,2825.9101745809257,0,2,82,52,,,,,,,,
,14-00,11.5,179,0.97,3458.4637897591174,0,2,82,52,,,,,,,,
,15-00,11.4,193,0.97,3696.532441208652,0,2,82,52,,,,,,,,
,16-00,11.3,204,0.97,3872.9418159595425,0,2,75,64,,,,,,,,
,17-00,11.2,215,0.97,4045.6549942870806,0,2,75,64,,,,,,,,
,18-00,11.5,192,0.97,3709.637137618718,0,2,75,64,,,,,,,,
,19-00,11.7,54,0.97,1061.480409215356,0,2,78,57,,,,,,,,
,20-00,11.7,54,0.97,1061.480409215356,0,2,78,57,,,,,,,,
,21-00,11.7,51,0.97,1002.5092753700585,0,2,78,57,,,,,,,,
,22-00,11.5,47,0.97,908.0882576462487,0,2,75,64,,,,,,,,
,23-00,11.5,44,0.97,850.1251773709563,0,2,75,64,,,,,,,,
,24-00,11.4,42,0.97,804.426748864059,0,2,75,64,,,,,,,,
2021-04-01,01-00,11.4,169,0.96,3203.490322427711,0,2,85,45,,,,,,,,
,02-00,11.4,169,0.96,3203.490322427711,0,2,85,45,,,,,,,,
,03-00,11.4,169,0.96,3203.490322427711,0,2,85,45,,,,,,,,
,04-00,11.3,182,0.96,3419.650263212307,0,2,99,33,,,,,,,,
,05-00,11.2,199,0.96,3705.9790463131326,0,2,99,33,,,,,,,,
,06-00,11.4,212,0.96,4018.579576063164,0,2,99,33,,,,,,,,
,07-00,11.2,260,0.96,4841.982673574947,0,2,105,21,,,,,,,,
,08-00,11.4,260,0.96,4928.446649888786,0,2,105,21,,,,,,,,
,09-00,11.6,236,0.96,4551.995799168535,0,2,105,21,,,,,,,,
,10-00,11.9,210,0.96,4155.2591693900395,0,2,101,26,,,,,,,,
,11-00,11.9,196,0.96,3878.241891430703,0,2,101,26,,,,,,,,
,12-00,11.9,173,0.96,3423.1420776403656,0,2,101,26,,,,,,,,
,13-00,11.5,168,0.96,3212.4692738141475,0,2,84,51,,,,,,,,
,14-00,11.6,165,0.96,3182.539435859357,0,2,84,51,,,,,,,,
,15-00,11.6,163,0.96,3143.9632002731837,0,2,84,51,,,,,,,,
,16-00,11.4,173,0.96,3279.312578579846,0,2,77,68,,,,,,,,
,17-00,11.3,179,0.96,3363.2824017307853,0,2,77,68,,,,,,,,
,18-00,11.3,187,0.96,3513.596699014843,0,2,77,68,,,,,,,,
,19-00,11.7,55,0.96,1069.9917068837494,0,2,74,68,,,,,,,,
,20-00,11.7,54,0.96,1050.537312213136,0,2,74,68,,,,,,,,
,21-00,11.7,52,0.96,1011.6285228719086,0,2,74,68,,,,,,,,
,22-00,11.5,48,0.96,917.8483639468993,0,2,73,72,,,,,,,,
,23-00,11.5,44,0.96,841.3610002846577,0,2,73,72,,,,,,,,
,24-00,11.3,40,0.96,751.5714864202871,0,2,73,72,,,,,,,,
2021-04-02,01-00,11.4,168,0.97,3217.706995456236,0,2,84,47,,,,,,,,
,02-00,11.4,168,0.97,3217.706995456236,0,2,84,47,,,,,,,,
,03-00,11.4,168,0.97,3217.706995456236,0,2,84,47,,,,,,,,
,04-00,11.4,183,0.97,3505.002262907686,0,2,99,26,,,,,,,,
,05-00,11.3,188,0.97,3569.1816735313428,0,2,99,26,,,,,,,,
,06-00,11.3,228,0.97,4328.582029601842,0,2,99,26,,,,,,,,
,07-00,11.4,246,0.97,4711.642386203775,0,2,106,22,,,,,,,,
,08-00,11.6,240,0.97,4677.3685648236005,0,2,106,22,,,,,,,,
,09-00,11.7,232,0.97,4560.434350703011,0,2,106,22,,,,,,,,
,10-00,11.8,212,0.97,4202.911351207874,0,2,100,28,,,,,,,,
,11-00,11.9,188,0.97,3758.695744692299,0,2,100,28,,,,,,,,
,12-00,11.6,169,0.97,3293.647031063286,0,2,100,28,,,,,,,,
,13-00,11.6,160,0.97,3118.2457098824007,0,2,83,57,,,,,,,,
,14-00,11.6,151,0.97,2942.8443887015155,0,2,83,57,,,,,,,,
,15-00,11.5,166,0.97,3207.2904418995167,0,2,83,57,,,,,,,,
,16-00,11.3,178,0.97,3379.3315845137186,0,2,78,64,,,,,,,,
,17-00,11.5,32,0.97,618.2728562697864,0,2,78,64,,,,,,,,
,18-00,11.5,33,0.97,637.5938830282172,0,2,78,64,,,,,,,,
,19-00,11.6,54,0.97,1052.4079270853103,0,2,75,71,,,,,,,,
,20-00,11.7,57,0.97,1120.4515430606536,0,2,75,71,,,,,,,,
,21-00,11.6,54,0.97,1052.4079270853103,0,2,75,71,,,,,,,,
,22-00,11.5,48,0.97,927.4092844046795,0,2,72,72,,,,,,,,
,23-00,11.5,43,0.97,830.8041506125254,0,2,72,72,,,,,,,,
,24-00,11.3,40,0.97,759.4003560704984,0,2,72,72,,,,,,,,
2021-04-03,01-00,11.4,159,0.96,3013.9346820473725,0,2,81,67,,,,,,,,
,02-00,11.4,159,0.96,3013.9346820473725,0,2,81,67,,,,,,,,
,03-00,11.4,159,0.96,3013.9346820473725,0,2,81,67,,,,,,,,
,04-00,11.4,165,0.96,3127.6680662755757,0,2,96,34,,,,,,,,
,05-00,11.3,173,0.96,3250.546678767742,0,2,96,34,,,,,,,,
,06-00,11.5,213,0.96,4072.952115014366,0,2,96,34,,,,,,,,
,07-00,11.5,260,0.96,4971.678638045704,0,2,102,29,,,,,,,,
,08-00,11.7,263,0.96,5116.505798371384,0,2,102,29,,,,,,,,
,09-00,11.9,248,0.96,4907.1632095653795,0,2,102,29,,,,,,,,
,10-00,11.5,216,0.96,4130.317637761047,0,2,98,45,,,,,,,,
,11-00,11.6,198,0.96,3819.0473230312286,0,2,98,45,,,,,,,,
,12-00,11.7,175,0.96,3404.5190673573843,0,2,98,45,,,,,,,,
,13-00,11.8,166,0.96,3257.0314769912798,0,2,86,72,,,,,,,,
,14-00,11.8,167,0.96,3276.6521485394205,0,2,86,72,,,,,,,,
,15-00,11.8,170,0.96,3335.514163183841,0,2,86,72,,,,,,,,
,16-00,11.6,186,0.96,3587.589909514185,0,2,80,85,,,,,,,,
,17-00,11.4,211,0.96,3999.62401202513,0,2,80,85,,,,,,,,
,18-00,11.8,94,0.96,1844.3431255251826,0,2,80,85,,,,,,,,
,19-00,11.6,54,0.96,1041.5583608266988,0,2,76,70,,,,,,,,
,20-00,11.6,54,0.96,1041.5583608266988,0,2,76,70,,,,,,,,
,21-00,11.7,55,0.96,1069.9917068837494,0,2,76,70,,,,,,,,
,22-00,11.6,48,0.96,925.8296540681766,0,2,81,87,,,,,,,,
,23-00,11.6,43,0.96,829.3890651027416,0,2,81,87,,,,,,,,
,24-00,11.3,43,0.96,807.9393479018087,0,2,81,87,,,,,,,,
2021-04-04,01-00,11.2,154,0.97,2897.8179959079553,1,2,83,81,,,,,,,,
,02-00,11.2,154,0.97,2897.8179959079553,1,2,83,81,,,,,,,,
,03-00,11.2,154,0.97,2897.8179959079553,1,2,83,81,,,,,,,,
,04-00,11.2,165,0.97,3104.804995615666,1,2,91,64,,,,,,,,
,05-00,11.5,179,0.97,3458.4637897591174,1,2,91,64,,,,,,,,
,06-00,11.3,199,0.97,3778.01677145073,1,2,91,64,,,,,,,,
,07-00,11.8,220,0.97,4361.5117795553415,1,2,97,52,,,,,,,,
,08-00,11.8,204,0.97,4044.3109228604067,1,2,97,52,,,,,1.0,,,
,09-00,11.8,200,0.97,3965.0107086866738,1,2,97,52,,,,,1.0,,,
,10-00,11.8,185,0.97,3667.634905535173,1,2,95,61,,,,,,,,
,11-00,11.8,188,0.97,3727.110066165473,1,2,95,61,,,,,,,,
,12-00,11.6,174,0.97,3391.092209497111,1,2,95,61,,,,,,,,
,13-00,11.7,165,0.97,3243.4123614913656,1,2,85,76,,,,,,,,
,14-00,11.7,158,0.97,3105.813049185671,1,2,85,76,,,,,,,,
,15-00,11.7,154,0.97,3027.1848707252743,1,2,85,76,,,,,,,,
,16-00,11.5,174,0.97,3361.8586559669634,1,2,81,81,,,,,,,,
,17-00,11.3,206,0.97,3910.911833763067,1,2,81,81,,,,,,,,
,18-00,11.2,170,0.97,3198.889995482808,1,2,81,81,,,,,,,,
,19-00,11.6,55,0.97,1071.8969627720753,1,2,83,73,,,,,,,,
,20-00,11.7,54,0.97,1061.480409215356,1,2,83,73,,,,,,,,
,21-00,11.7,53,0.97,1041.8233646002568,1,2,83,73,,,,,,,,
,22-00,11.6,48,0.97,935.4737129647202,1,2,77,95,,,,,,,,
,23-00,11.5,43,0.97,830.8041506125254,1,2,77,95,,,,,,,,
,24-00,11.3,40,0.97,759.4003560704984,1,2,77,95,,,,,,,,
2021-04-05,01-00,11.3,144,0.97,2733.8412818537945,0,2,86,76,,,,,,,,
,02-00,11.3,144,0.97,2733.8412818537945,0,2,86,76,,,,,,,,
,03-00,11.3,144,0.97,2733.8412818537945,0,2,86,76,,,,,,,,
,04-00,11.3,146,0.97,2771.8112996573195,0,2,93,67,,,,,,,,
,05-00,11.2,156,0.97,2935.4519958548117,0,2,93,67,,,,,,,,
,06-00,11.2,188,0.97,3537.5959950045167,0,2,93,67,,,,,,,,
,07-00,11.3,226,0.97,4290.612011798317,0,2,98,53,,,,,,,,
,08-00,11.8,218,0.97,4321.861672468474,0,2,98,53,,,,,,,,
,09-00,11.8,217,0.97,4302.036618925041,0,2,98,53,,,,,,,,
,10-00,11.8,204,0.97,4044.3109228604067,0,2,95,61,,,,,,,,
,11-00,11.4,165,0.97,3160.247941965946,0,2,95,61,,,,,,,,
,12-00,11.3,173,0.97,3284.406540004906,0,2,95,61,,,,,,,,
,13-00,11.4,179,0.97,3428.390191587299,0,2,85,75,,,,,,,,
,14-00,11.4,168,0.97,3217.706995456236,0,2,85,75,,,,,,,,
,15-00,11.3,178,0.97,3379.3315845137186,0,2,85,75,,,,,,,,
,16-00,11.3,189,0.97,3588.1666824331055,0,2,83,83,,,,,,,,
,17-00,11.4,192,0.97,3677.3794233785557,0,2,83,83,,,,,,,,
,18-00,11.8,179,0.97,3548.684584274573,0,2,83,83,,,,,,,,
,19-00,11.6,55,0.97,1071.8969627720753,0,2,83,83,,,,,,,,
,20-00,11.6,54,0.97,1052.4079270853103,0,2,83,91,,,,,,,,
,21-00,11.6,51,0.97,993.9408200250152,0,2,76,91,,,,,,,,
,22-00,11.5,48,0.97,927.4092844046795,0,2,76,91,,,,,,,,
,23-00,11.3,44,0.97,835.3403916775484,0,2,76,91,,,,,,,,
,24-00,11.3,42,0.97,797.3703738740235,0,2,76,91,,,,,,,,
2021-04-06,01-00,11.4,151,0.97,2892.105692344593,0,2,86,71,,,,,,,,
